ID,Game,Where it appears,Type,English,Spanish,Your feedback,Suggested Spanish
LWOR-034,Word,Frequently asked questions,Landing page,Is there an Imposter Word Game app?,¿Hay una app del Juego del Impostor?,,
LWOR-035,Word,Frequently asked questions,Landing page,"No download needed — the Impostor Word Game runs right in your phone's browser. Just open the page and share a room code. It works on iPhone and Android instantly, with no app to install.","No hace falta descargar nada. El Juego del Impostor de Palabras funciona en el navegador del teléfono: abres la página y compartes el código de sala. Funciona al instante en iPhone y en Android, sin instalar ninguna app.",,
LWOR-036,Word,Frequently asked questions,Landing page,Is it free to play?,¿Es gratis?,,
LWOR-037,Word,Frequently asked questions,Landing page,"Yes, completely free. There's no sign-up, no app to install, and no payment. Just open the page in any phone browser and share a room code with your friends.","Sí, del todo. Sin registro, sin app y sin pagar nada. Abre la página en el navegador de cualquier teléfono y comparte el código de sala con tus amigos.",,
LWOR-038,Word,Frequently asked questions,Landing page,How many players do I need?,¿Cuántos jugadores hacen falta?,,
LWOR-039,Word,Frequently asked questions,Landing page,"At least 3 players, up to 20. One person creates the room and becomes the host; everyone else joins with the 4-character room code or by scanning the QR code.",Mínimo 3 y hasta 20. Una persona crea la sala y es el anfitrión; el resto entra con el código de 4 caracteres o escaneando el código QR.,,
LWOR-040,Word,Frequently asked questions,Landing page,What word categories are there?,¿Qué categorías de palabras hay?,,
LWOR-041,Word,Frequently asked questions,Landing page,"Seven categories: Food, Animals, Places, Everyday Objects, Movies & TV, Football and Super Heroes, each with dozens of words. The host picks a category before every round, and each word comes with two vague hints, one of which the impostor is shown at random.","Siete: Comida, Animales, Lugares, Objetos cotidianos, Cine y TV, Fútbol y Superhéroes, cada una con decenas de palabras. El anfitrión elige categoría antes de cada ronda, y cada palabra lleva dos pistas vagas: al impostor le toca una de las dos al azar.",,
LWOR-042,Word,Frequently asked questions,Landing page,Can the impostor win?,¿Puede ganar el impostor?,,
LWOR-043,Word,Frequently asked questions,Landing page,"Yes — two ways. Stay undetected until the end of the round, or work out the secret word from everyone's clues and say it out loud before being exposed.","Sí, de dos maneras: aguantar hasta el final de la ronda sin que lo atrapen, o deducir la palabra secreta a partir de las pistas de los demás y decirla en voz alta antes de que lo descubran.",,
LWOR-044,Word,Frequently asked questions,Landing page,Can I play on one device?,¿Se puede jugar con un solo teléfono?,,
LWOR-045,Word,Frequently asked questions,Landing page,"Yes. Pick Pass the Phone in the lobby and one phone goes round the group: each player swipes their card over, sees their word or their impostor hint in private, and hands the phone on. Type everyone's names in once and the list is remembered for next time. The default mode, Everyone has a Phone, still gives each player their own screen. Either way the clue-giving and accusing happen out loud in the same room.","Sí. Elige Pasar el teléfono en la sala y un teléfono va dando la vuelta al grupo: cada jugador desliza su carta, ve su palabra o su pista en privado y se lo pasa al siguiente. Los nombres se escriben una vez y quedan guardados para la próxima. El modo por defecto, Cada uno con su teléfono, le da a cada jugador su propia pantalla. En los dos casos las pistas y las acusaciones se dicen en voz alta, en la misma habitación.",,
DRA-001,Draw,Home screen,In-game,← All games,← Impostor Games,,
DRA-002,Draw,Home screen,In-game,Impostor Draw Game,Impostor de Dibujos,,
DRA-003,Draw,Home screen,In-game,Create or Join the game,Crea una sala o únete a una partida,,
DRA-004,Draw,Home screen,In-game,Create,Crear,,
DRA-005,Draw,Home screen,In-game,Create and be the host,Crea la sala y sé el anfitrión,,
DRA-006,Draw,Home screen,In-game,Join,Unirse,,
DRA-007,Draw,Home screen,In-game,Join an existing game,Únete a una partida existente,,
DRA-013,Draw,Home screen,In-game,Create Room,Crear sala,,
DRA-070,Draw,Home screen,In-game,Back to all games,Volver a Impostor Games,,
DRA-071,Draw,Home screen,In-game,Create a game,Crear una partida,,
DRA-072,Draw,Home screen,In-game,Join a game,Entrar a una partida,,
DRA-073,Draw,Home screen,In-game,Jump to How to Play,Ir a Cómo se juega,,
DRA-074,Draw,Home screen,In-game,How to play,Cómo se juega,,
DRA-185,Draw,Home screen,In-game,"Add the last part to the drawing, then tap Done to find the impostor.",Agrega la última parte al dibujo y toca Listo para buscar al impostor.,,
DRA-186,Draw,Home screen,In-game,"Add your part to the drawing, then tap Done and pass the phone to the next player.","Agrega tu parte al dibujo, toca Listo y pásale el teléfono al siguiente.",,
DRA-187,Draw,Home screen,In-game,Done,Listo,,
DRA-188,Draw,Home screen,In-game,Done → Pass to {name},Listo → Pásaselo a {name},,
DRA-189,Draw,Home screen,In-game,You're the impostor. Your hint is “{hint}”. Watch the others draw and fake it.,Eres el impostor. Tu pista es «{hint}». Mira lo que dibujan los demás y disimula.,,
DRA-190,Draw,Home screen,In-game,The word is “{word}”. Try not to give too much away while drawing.,La palabra es «{word}». Dibújala sin ponérselo fácil al impostor.,,
DRA-008,Draw,Creating or joining a room,In-game,← Back,← Atrás,,
DRA-009,Draw,Creating or joining a room,In-game,Room Code,Código de sala,,
DRA-010,Draw,Creating or joining a room,In-game,Enter room code to join game,Escribe el código para entrar a la sala,,
DRA-011,Draw,Creating or joining a room,In-game,Name,Nombre,,
DRA-012,Draw,Creating or joining a room,In-game,Enter room,Entrar a la sala,,
DRA-014,Draw,Creating or joining a room,In-game,← Leave,← Salir,,
DRA-015,Draw,Creating or joining a room,In-game,Room Created! 🎉,¡Sala creada! 🎉,,
DRA-016,Draw,Creating or joining a room,In-game,Players can scan or enter the code to join.,Los demás pueden escanear el QR o escribir el código para entrar.,,
DRA-017,Draw,Creating or joining a room,In-game,Scan code,Escanea el código,,
DRA-018,Draw,Creating or joining a room,In-game,or enter code,o escribe el código,,
DRA-019,Draw,Creating or joining a room,In-game,Copy code,Copiar código,,
DRA-020,Draw,Creating or joining a room,In-game,or,o,,
DRA-021,Draw,Creating or joining a room,In-game,Choose Pass the Phone mode to play on one phone.,Elige el modo Pasar el teléfono para jugar con un solo teléfono.,,
DRA-022,Draw,Creating or joining a room,In-game,Go to Lobby,Ir a la sala,,
DRA-069,Draw,Creating or joining a room,In-game,Scan to join this room,Escanea para entrar a la sala,,
DRA-075,Draw,Creating or joining a room,In-game,Enter Nick Name,Escribe tu nombre,,
DRA-076,Draw,Creating or joining a room,In-game,Copy room code,Copiar el código de sala,,
DRA-093,Draw,Creating or joining a room,In-game,Room QR code,Código QR de la sala,,
DRA-126,Draw,Creating or joining a room,In-game,That code is a {game} room. Taking you there…,Ese código es de una sala del {game}. Te llevamos ahí…,,
DRA-023,Draw,The lobby,In-game,← Leave Room,← Salir de la sala,,
DRA-024,Draw,The lobby,In-game,How to play,Cómo se juega,,
DRA-025,Draw,The lobby,In-game,Lobby,Sala,,
DRA-026,Draw,The lobby,In-game,↵ Everyone has a Phone,↵ Cada uno con su teléfono,,
DRA-027,Draw,The lobby,In-game,Category,Categoría,,
DRA-028,Draw,The lobby,In-game,Food,Comida,,
DRA-029,Draw,The lobby,In-game,Rounds,Rondas,,
DRA-030,Draw,The lobby,In-game,2 Rounds,2 Rondas,,
DRA-031,Draw,The lobby,In-game,Impostors,Impostores,,
DRA-032,Draw,The lobby,In-game,1 Impostor,1 Impostor,,
DRA-033,Draw,The lobby,In-game,Players,Jugadores,,
DRA-034,Draw,The lobby,In-game,0 / 0 ready,0 / 0 listos,,
DRA-035,Draw,The lobby,In-game,0 players,0 jugadores,,
DRA-036,Draw,The lobby,In-game,I'm Ready,Estoy listo,,
DRA-037,Draw,The lobby,In-game,Start Game,Empezar,,
DRA-038,Draw,The lobby,In-game,Waiting for all players to ready up…,Esperando a que todos estén listos…,,
DRA-077,Draw,The lobby,In-game,Show QR code,Ver el código QR,,
DRA-078,Draw,The lobby,In-game,Fewer rounds,Menos rondas,,
DRA-079,Draw,The lobby,In-game,More rounds,Más rondas,,
DRA-094,Draw,The lobby,In-game,Game Mode,Modo de juego,,
DRA-134,Draw,The lobby,In-game,Player {n},Jugador {n},,
DRA-135,Draw,The lobby,In-game,Player,Jugador,,
DRA-136,Draw,The lobby,In-game,Host,Anfitrión,,
DRA-137,Draw,The lobby,In-game,Someone,Alguien,,
DRA-138,Draw,The lobby,In-game,{name} (YOU),{name} (TÚ),,
DRA-139,Draw,The lobby,In-game,{name} (You),{name} (Tú),,
DRA-140,Draw,The lobby,In-game,{name} (you),{name} (tú),,
DRA-141,Draw,The lobby,In-game,{name} (left the room),{name} (salió de la sala),,
DRA-142,Draw,The lobby,In-game,Keep your screen on to stay in the game.,Deja la pantalla encendida para no salirte de la partida.,,
DRA-143,Draw,The lobby,In-game,Dealing…,Repartiendo cartas…,,
DRA-144,Draw,The lobby,In-game,← Quit Game,← Salir de la partida,,
DRA-145,Draw,The lobby,In-game,← Leave Room,← Salir de la sala,,
DRA-146,Draw,The lobby,In-game,← Leave,← Salir,,
DRA-147,Draw,The lobby,In-game,"[when 1] Need {count} more player to start.
[when 2+] Need {count} more players to start.","[when 1] Falta {count} jugador para empezar.
[when 2+] Faltan {count} jugadores para empezar.",,
DRA-148,Draw,The lobby,In-game,"[when 1] Add {count} more player to start.
[when 2+] Add {count} more players to start.","[when 1] Agrega {count} jugador más para empezar.
[when 2+] Agrega {count} jugadores más para empezar.",,
DRA-149,Draw,The lobby,In-game,"[when 1] Need {count} more player. Share the code!
[when 2+] Need {count} more players. Share the code!","[when 1] Falta {count} jugador. ¡Comparte el código!
[when 2+] Faltan {count} jugadores. ¡Comparte el código!",,
DRA-150,Draw,The lobby,In-game,Waiting for everyone to ready up…,Esperando a que todos estén listos…,,
DRA-151,Draw,The lobby,In-game,Waiting for host to start…,Esperando a que el anfitrión empiece…,,
DRA-152,Draw,The lobby,In-game,Everyone gets the phone in turn. Hit start!,El teléfono pasa de un jugador a otro. ¡A empezar!,,
DRA-153,Draw,The lobby,In-game,"[when 1] Waiting for {count} more player to ready up…
[when 2+] Waiting for {count} more players to ready up…","[when 1] Falta {count} jugador por estar listo…
[when 2+] Faltan {count} jugadores por estar listos…",,
DRA-154,Draw,The lobby,In-game,Everyone is ready. Hit start!,Todos listos. ¡A empezar!,,
DRA-155,Draw,The lobby,In-game,I'm Ready,Estoy listo,,
DRA-156,Draw,The lobby,In-game,I'm Not Ready,No estoy listo,,
DRA-157,Draw,The lobby,In-game,✓ Ready,✓ Listo,,
DRA-158,Draw,The lobby,In-game,Waiting,Esperando,,
DRA-159,Draw,The lobby,In-game,Host,Anfitrión,,
DRA-160,Draw,The lobby,In-game,YOU,TÚ,,
DRA-161,Draw,The lobby,In-game,Add player,Agregar jugador,,
DRA-162,Draw,The lobby,In-game,"[when 1] Round
[when 2+] Rounds","[when 1] Ronda
[when 2+] Rondas",,
DRA-091,Draw,Choosing a game mode,In-game,Pick a game mode,Elige el modo de juego,,
DRA-130,Draw,Choosing a game mode,In-game,Everyone has a Phone,Cada uno con su teléfono,,
DRA-131,Draw,Choosing a game mode,In-game,Everyone uses their own phone to play the game.,Cada jugador juega desde su propio teléfono.,,
DRA-132,Draw,Choosing a game mode,In-game,Pass the Phone,Pasar el teléfono,,
DRA-133,Draw,Choosing a game mode,In-game,Everyone uses one screen to play the game.,Todos juegan en una sola pantalla.,,
DRA-067,Draw,Choosing music and categories,In-game,Select,Elegir,,
DRA-068,Draw,Choosing music and categories,In-game,Done,Listo,,
DRA-092,Draw,Choosing music and categories,In-game,Pick word categories,Elige las categorías,,
DRA-096,Draw,Choosing music and categories,In-game,Categories,Categorías,,
DRA-097,Draw,Choosing music and categories,In-game,Food,Comida,,
DRA-098,Draw,Choosing music and categories,In-game,"Dishes, snacks, fruits and drinks","Platos, frutas, dulces y bebidas",,
DRA-099,Draw,Choosing music and categories,In-game,Animals,Animales,,
DRA-100,Draw,Choosing music and categories,In-game,"Pets, wildlife, birds and sea creatures","Mascotas, fauna, aves y animales del mar",,
DRA-101,Draw,Choosing music and categories,In-game,Places,Lugares,,
DRA-102,Draw,Choosing music and categories,In-game,Everywhere from the beach to a space station,De la playa a una estación espacial,,
DRA-103,Draw,Choosing music and categories,In-game,Everyday Objects,Objetos cotidianos,,
DRA-104,Draw,Choosing music and categories,In-game,Things lying around every home,Cosas que hay en cualquier casa,,
DRA-105,Draw,Choosing music and categories,In-game,Movies & TV,Cine y TV,,
DRA-106,Draw,Choosing music and categories,In-game,"Blockbusters, series and cartoon icons","Éxitos de taquilla, series e iconos animados",,
DRA-107,Draw,Choosing music and categories,In-game,Football,Fútbol,,
DRA-108,Draw,Choosing music and categories,In-game,"Stars, clubs and moments from the pitch","Estrellas, clubes y momentos de la cancha",,
DRA-109,Draw,Choosing music and categories,In-game,Super Heroes,Superhéroes,,
DRA-110,Draw,Choosing music and categories,In-game,"Capes, masks and the villains chasing them","Capas, máscaras y los villanos que los persiguen",,
DRA-170,Draw,Choosing music and categories,In-game,Select,Elegir,,
DRA-171,Draw,Choosing music and categories,In-game,Cancel,Cancelar,,
DRA-066,Draw,Song groups,In-game,Time to find the Impostor.,Hora de encontrar al impostor.,,
DRA-039,Draw,Playing the round,In-game,THE WORD TO DRAW,LA PALABRA PARA DIBUJAR,,
DRA-040,Draw,Playing the round,In-game,Getting everyone ready…,Preparando a todos…,,
DRA-041,Draw,Playing the round,In-game,Getting ready… ↵,Preparando… ↵,,
DRA-042,Draw,Playing the round,In-game,Done,Listo,,
DRA-043,Draw,Playing the round,In-game,Take turns adding to the drawing.,"Por turnos, cada jugador agrega algo al mismo dibujo.",,
DRA-044,Draw,Playing the round,In-game,Swipe to reveal,Desliza para revelar tu carta,,
DRA-045,Draw,Playing the round,In-game,Pass to Next Player,Pásaselo al siguiente,,
DRA-080,Draw,Playing the round,In-game,Mute turn sound,Silenciar el sonido del turno,,
DRA-081,Draw,Playing the round,In-game,Shared drawing canvas,Lienzo de dibujo compartido,,
DRA-082,Draw,Playing the round,In-game,Undo my last stroke,Deshacer mi último trazo,,
DRA-083,Draw,Playing the round,In-game,Turn order,Orden de los turnos,,
DRA-095,Draw,Playing the round,In-game,You're the Impostor,Eres el impostor,,
DRA-172,Draw,Playing the round,In-game,YOUR HINT,TU PISTA,,
DRA-173,Draw,Playing the round,In-game,THE WORD TO DRAW,LA PALABRA PARA DIBUJAR,,
DRA-174,Draw,Playing the round,In-game,Getting everyone ready…,Preparando a todos…,,
DRA-175,Draw,Playing the round,In-game,Drawing starts in,El dibujo empieza en,,
DRA-176,Draw,Playing the round,In-game,Player {current} of {total},Jugador {current} de {total},,
DRA-177,Draw,Playing the round,In-game,Start Drawing,Empezar a dibujar,,
DRA-178,Draw,Playing the round,In-game,Pass to {name},Pásaselo a {name},,
DRA-179,Draw,Playing the round,In-game,Pass to Next Player,Pásaselo al siguiente,,
DRA-180,Draw,Playing the round,In-game,{name}’s turn,Turno de {name},,
DRA-181,Draw,Playing the round,In-game,Your turn,Tu turno,,
DRA-182,Draw,Playing the round,In-game,Passing…,Pasando el teléfono…,,
DRA-183,Draw,Playing the round,In-game,Getting ready…,Preparando…,,
DRA-184,Draw,Playing the round,In-game,Round {n} / {total},Ronda {n} / {total},,
DRA-050,Draw,Discussion and voting,In-game,Who was the impostor?,¿Quién era el impostor?,,
DRA-051,Draw,Discussion and voting,In-game,Tap a name. You can change your mind until the reveal.,Toca un nombre. Puedes cambiar de opinión hasta que se revele.,,
DRA-052,Draw,Discussion and voting,In-game,Vote for the Impostor.,Voten por el impostor.,,
DRA-053,Draw,Discussion and voting,In-game,And the Impostor is…,Y el impostor es…,,
DRA-191,Draw,Discussion and voting,In-game,Voted,Ya votó,,
DRA-192,Draw,Discussion and voting,In-game,You can change your mind until reveal.,Puedes cambiar de opinión hasta que se revele.,,
DRA-193,Draw,Discussion and voting,In-game,Tap a name. Nobody sees your pick until the reveal.,Toca un nombre. Nadie ve a quién votaste hasta que se revele.,,
DRA-194,Draw,Discussion and voting,In-game,{cast} of {total} voted. Reveal early if someone has dropped off.,"Votaron {cast} de {total}. Si alguien se salió, revela ya.",,
DRA-195,Draw,Discussion and voting,In-game,{cast} of {total} voted.,Votaron {cast} de {total}.,,
DRA-196,Draw,Discussion and voting,In-game,Did not vote,No votó,,
DRA-197,Draw,Discussion and voting,In-game,No votes were cast.,Nadie votó.,,
DRA-198,Draw,Discussion and voting,In-game,"[when 1] 1 vote
[when 2+] {count} votes","[when 1] 1 voto
[when 2+] {count} votos",,
DRA-046,Draw,End of the round,In-game,Find the Impostor,Encuentren al impostor,,
DRA-047,Draw,End of the round,In-game,who was faking it?,¿quién estaba fingiendo?,,
DRA-048,Draw,End of the round,In-game,Reveal Impostor,Revelar impostor,,
DRA-049,Draw,End of the round,In-game,Talk it out. Tap Reveal when the group has decided.,Háblenlo. Toquen Revelar cuando el grupo lo tenga decidido.,,
DRA-054,Draw,End of the round,In-game,Round Over,Fin de la ronda,,
DRA-055,Draw,End of the round,In-game,TheImpostorwas,ElImpostorera,,
DRA-056,Draw,End of the round,In-game,The word was,La palabra era,,
DRA-057,Draw,End of the round,In-game,Votes,Votos,,
DRA-058,Draw,End of the round,In-game,Who voted whom,Quién votó a quién,,
DRA-059,Draw,End of the round,In-game,The drawing,El dibujo,,
DRA-060,Draw,End of the round,In-game,Who drew what,Quién dibujó qué,,
DRA-061,Draw,End of the round,In-game,Play Again,Otra ronda,,
DRA-062,Draw,End of the round,In-game,Exit Room,Salir de la sala,,
DRA-084,Draw,End of the round,In-game,The finished drawing,El dibujo terminado,,
DRA-199,Draw,End of the round,In-game,Round Over,Fin de la ronda,,
DRA-200,Draw,End of the round,In-game,Caught!,¡Atrapado!,,
DRA-201,Draw,End of the round,In-game,They got away,Se escapó,,
DRA-202,Draw,End of the round,In-game,The room voted out the impostor.,El grupo señaló al impostor.,,
DRA-203,Draw,End of the round,In-game,"Nobody voted, so the impostor walks.","Nadie votó, así que el impostor se salva.",,
DRA-204,Draw,End of the round,In-game,"The vote was split, so the impostor walks.","La votación quedó empatada, así que el impostor se salva.",,
DRA-205,Draw,End of the round,In-game,The room voted out the wrong player.,El grupo señaló al jugador equivocado.,,
DRA-206,Draw,End of the round,In-game,Quit Game,Salir de la partida,,
DRA-207,Draw,End of the round,In-game,Exit Room,Salir de la sala,,
DRA-065,Draw,Leaving a game,In-game,Cancel,Cancelar,,
DRA-208,Draw,Leaving a game,In-game,Quit the game?,¿Salir de la partida?,,
DRA-209,Draw,Leaving a game,In-game,Leave the game?,¿Salir de la sala?,,
DRA-210,Draw,Leaving a game,In-game,"You are the host, so this closes the room and ends the game for everyone.","Eres el anfitrión, así que la sala se cierra y se acaba la partida para todos.",,
DRA-211,Draw,Leaving a game,In-game,You will drop out of the round and your turns will be skipped.,Te sales de la ronda y tus turnos se saltan.,,
DRA-212,Draw,Leaving a game,In-game,Quit,Salir,,
DRA-213,Draw,Leaving a game,In-game,Leave,Salir,,
DRA-111,Draw,Errors and messages,In-game,Firebase not configured,Firebase sin configurar,,
DRA-112,Draw,Errors and messages,In-game,Firebase not configured — see README,Firebase sin configurar. Mira el README.,,
DRA-113,Draw,Errors and messages,In-game,Room closed,Sala cerrada,,
DRA-114,Draw,Errors and messages,In-game,No room found with that code,No hay ninguna sala con ese código,,
DRA-115,Draw,Errors and messages,In-game,Game already in progress,La partida ya comenzó,,
DRA-116,Draw,Errors and messages,In-game,Room is full,La sala está llena,,
DRA-117,Draw,Errors and messages,In-game,Could not check room: {detail},No se pudo verificar la sala: {detail},,
DRA-118,Draw,Errors and messages,In-game,Choose a nickname,Elige un nombre,,
DRA-119,Draw,Errors and messages,In-game,Could not join,No se pudo entrar,,
DRA-120,Draw,Errors and messages,In-game,Could not create a room: {detail},No se pudo crear la sala: {detail},,
DRA-121,Draw,Errors and messages,In-game,Failed to create room: {detail},No se pudo crear la sala: {detail},,
DRA-122,Draw,Errors and messages,In-game,Could not start the round,No se pudo iniciar la ronda,,
DRA-123,Draw,Errors and messages,In-game,Could not change category,No se pudo cambiar de categoría,,
DRA-124,Draw,Errors and messages,In-game,Could not save your vote,No se pudo guardar tu voto,,
DRA-125,Draw,Errors and messages,In-game,Could not copy,No se pudo copiar,,
DRA-127,Draw,Errors and messages,In-game,Room code copied,Código copiado,,
DRA-128,Draw,Errors and messages,In-game,Finish passing the phone first,Primero terminen de pasar el teléfono,,
DRA-129,Draw,Errors and messages,In-game,Tap Quit Game to leave,Toca Salir de la partida para irte,,
DRA-063,Draw,Rating and feedback,In-game,Enjoying the game? 🎉,¿Te está gustando? 🎉,,
DRA-064,Draw,Rating and feedback,In-game,Tell us what you think,Cuéntanos qué te parece,,
DRA-085,Draw,Rating and feedback,In-game,Enjoying the game?,¿Te está gustando?,,
DRA-086,Draw,Rating and feedback,In-game,Close,Cerrar,,
DRA-087,Draw,Rating and feedback,In-game,Not great,Regular,,
DRA-088,Draw,Rating and feedback,In-game,It's okay,Normal,,
DRA-089,Draw,Rating and feedback,In-game,Good,Bueno,,
DRA-090,Draw,Rating and feedback,In-game,Love it,Me encanta,,
DRA-214,Draw,Rating and feedback,In-game,Thanks! 🙏,¡Gracias! 🙏,,
DRA-215,Draw,Rating and feedback,In-game,Tell us more,Cuéntanos más,,
DRA-163,Draw,Screen reader labels,In-game,Player name,Nombre del jugador,,
DRA-164,Draw,Screen reader labels,In-game,Rename {name},Cambiar el nombre de {name},,
DRA-165,Draw,Screen reader labels,In-game,Remove {name},Quitar a {name},,
DRA-166,Draw,Screen reader labels,In-game,{name}: swipe to reveal your card,{name}: desliza para ver tu carta,,
DRA-167,Draw,Screen reader labels,In-game,Mute turn sound,Silenciar el sonido del turno,,
DRA-168,Draw,Screen reader labels,In-game,Unmute turn sound,Activar el sonido del turno,,
DRA-169,Draw,Screen reader labels,In-game,"[when 1] {count} drawing round
[when 2+] {count} drawing rounds","[when 1] {count} ronda de dibujo
[when 2+] {count} rondas de dibujo",,
LDRA-001,Draw,Page title and search description,Landing page,Imposter Draw Game | Online Drawing Party Game | Play Free,Juego del Impostor de Dibujos | Gratis y Online,,
LDRA-002,Draw,Page title and search description,Landing page,"Imposter Artist drawing game: everyone draws the same word on a shared canvas, except the impostor. Draw, guess, vote! Free online party game for 3–20 players.","El Juego del Impostor de Dibujos: un juego de fiesta online y gratis. Todos dibujan la misma palabra secreta en un lienzo compartido, menos el impostor, que solo recibe una pista vaga. Dibujen por turnos y atrapen al impostor. Juega gratis en el navegador con 3 a 20 amigos.",,
LDRA-003,Draw,Page title and search description,Landing page,Impostor Draw Game,Impostor de Dibujos,,
LDRA-004,Draw,Page title and search description,Landing page,"Everyone draws the same secret word — except one impostor, who only gets a hint. A free online drawing party game you can play from anywhere: one shared canvas and a vote to catch the faker.","Todos dibujan la misma palabra secreta, menos el impostor, que solo recibe una pista. Un juego de fiesta gratis: un lienzo compartido, turnos de dibujo y una votación para atrapar al impostor. En el navegador, para 3 a 20 amigos.",,
LDRA-005,Draw,Page title and search description,Landing page,Impostor Draw Game,Impostor de Dibujos,,
LDRA-006,Draw,Page title and search description,Landing page,"Everyone draws the same secret word — except one impostor, who only gets a hint. One shared canvas, one secret word, and a vote to catch the faker.","Todos dibujan la misma palabra secreta, menos el impostor, que solo recibe una pista. Un lienzo compartido, turnos de dibujo y una votación para atrapar al impostor. En el navegador, para 3 a 20 amigos.",,
LDRA-007,Draw,Page title and search description,Landing page,"impostor draw, imposter drawing game, fake artist goes to new york, online drawing party game, remote party game, drawing game with friends online, social deduction drawing game, multiplayer drawing game","juego del impostor, impostor de dibujos, juego del impostor de dibujos, juego de dibujar online, juego de dibujo en grupo, dibujar con amigos online, fake artist, el impostor dibujando, quien es el impostor, impostor online, juego de fiesta, juegos para fiestas, juegos de fiesta online, juego multijugador online, juego de deduccion social, juegos como among us, juegos para reuniones",,
LDRA-008,Draw,How to play,Landing page,How to Play,Cómo se juega,,
LDRA-009,Draw,How to play,Landing page,"One canvas, one faker, and no one is safe","Un lienzo, un impostor y nadie a salvo",,
LDRA-010,Draw,How to play,Landing page,"Impostor Draw Game (also called Impostor Draw) is a drawing party game you can play from anywhere. Everyone gets the same secret word to draw except one impostor, who only sees a vague hint. Players take turns adding to one shared canvas, watching the picture build, then everyone votes on who the faker is. Play free at impostorgames.com/draw with 3 to 20 friends, no app and no sign-up.","El Juego del Impostor de Dibujos (también conocido como Fake Artist) es un juego de fiesta que se juega desde donde sea. Todos reciben la misma palabra secreta para dibujar, menos un impostor, que solo ve una pista vaga. Por turnos, cada uno le agrega algo al mismo dibujo y el grupo ve cómo va tomando forma; al final todos votan para decidir quién estaba fingiendo. Puedes jugar gratis aquí mismo, en impostorgames.com/es/draw: sin app, sin registro, de 3 a 20 jugadores y desde el navegador de cualquier teléfono.",,
LDRA-011,Draw,How to play,Landing page,Get started,Para empezar,,
LDRA-012,Draw,How to play,Landing page,Everyone has a phone? Join the same room and tap “I’m Ready.”,¿Todos tienen un teléfono? Entren a la misma sala y toquen «Estoy listo».,,
LDRA-013,Draw,How to play,Landing page,Only one phone? Enter everyone's names and pass it around.,¿Hay un solo teléfono? Escriban los nombres de todos y vayan pasándolo.,,
LDRA-014,Draw,How to play,Landing page,Get your word,Miren su palabra,,
LDRA-015,Draw,How to play,Landing page,Most players get the same word. The Impostor only gets a hint.,Casi todos reciben la misma palabra. El impostor solo recibe una pista.,,
LDRA-016,Draw,How to play,Landing page,Start drawing,A dibujar,,
LDRA-017,Draw,How to play,Landing page,"Take turns drawing. If you're the Impostor, fake your drawing and try to blend in.","Por turnos, cada jugador agrega algo al mismo dibujo. Si eres el impostor, finge tu parte y disimula.",,
LDRA-018,Draw,How to play,Landing page,Find the Impostor,Encuentren al impostor,,
LDRA-019,Draw,How to play,Landing page,"After the last round, vote for who you think the Impostor is. On one phone, talk it out and reveal.","Después de la última ronda, voten por quien creen que es el impostor. Con un solo teléfono, háblenlo y toquen Revelar.",,
LDRA-020,Draw,Links to the other games,Landing page,More games,Más juegos,,
LDRA-021,Draw,Links to the other games,Landing page,Play the Impostor Dance Game,Juega al Impostor de Baile,,
LDRA-022,Draw,Links to the other games,Landing page,Dance Game,Impostor de Baile,,
LDRA-023,Draw,Links to the other games,Landing page,Play,Jugar,,
LDRA-024,Draw,Links to the other games,Landing page,Play the Impostor Word Game,Juega al Impostor de Palabras,,
LDRA-025,Draw,Links to the other games,Landing page,Word Game,Impostor de Palabras,,
LDRA-026,Draw,Links to the other games,Landing page,Play,Jugar,,
LDRA-027,Draw,Feedback call to action,Landing page,Got feedback?,¿Alguna sugerencia?,,
LDRA-028,Draw,More games call to action,Landing page,More games,Impostor Games,,
LDRA-029,Draw,Frequently asked questions,Landing page,FAQ,Preguntas frecuentes,,
LDRA-030,Draw,Frequently asked questions,Landing page,What is the Impostor Draw Game?,¿Qué es el Juego del Impostor de Dibujos?,,
LDRA-031,Draw,Frequently asked questions,Landing page,"A free online drawing party game for 3–20 players. Most players get the same secret word, while the impostor only gets a vague hint. Everyone takes turns drawing on a shared online canvas, including the impostor, who tries to blend in without knowing the secret word. At the end, everyone votes to find the impostor.","Es un juego de fiesta online y gratis para 3 a 20 jugadores. Casi todos reciben la misma palabra secreta; el impostor solo recibe una pista vaga. Por turnos, todos van dibujando en un mismo lienzo compartido, el impostor incluido, que dibuja a ciegas e intenta pasar desapercibido. Al final, el grupo vota para encontrarlo.",,
LDRA-032,Draw,Frequently asked questions,Landing page,Can I play the Impostor Draw Game remotely?,¿Se puede jugar a distancia?,,
LDRA-033,Draw,Frequently asked questions,Landing page,"Yes, it's built for it. The canvas and the vote both live in the app, so nobody needs to be in the same room. It works well alongside a video call, or entirely on its own.","Sí, está pensado para eso. El lienzo y la votación están dentro del juego, así que nadie tiene que estar en la misma habitación. Funciona bien junto a una videollamada, y también funciona solo.",,
LDRA-034,Draw,Frequently asked questions,Landing page,How many players do I need?,¿Cuántos jugadores hacen falta?,,
